ifoutDiscards11,ifInDiscards11,ipOutDiscards,ipInDiscards,icmpOutDestUnreachs,class
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,569,23,23,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,196,37,21,normal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,598,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,603,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,604,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,609,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,614,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
0,0,619,23,23,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
4216,4216,574,16,3,upnormal
